"state","placefp14","cbsa","stab","placefp","placenm","placenm14","cbsaname15","pop10","afact"
"FIPS state","placefp14","CBSA current as of CBSAyr","State Postal Code","placefp","placenm","Place Name 2014","2015 CBSA Name","Total Pop, 2010 census","placefp14 to cbsa alloc factor"
"01","41968","13820","AL"," "," ","Leeds city, AL","Birmingham-Hoover, AL (Metro)",11773,1 
"01","42016"," ","AL"," "," ","Leesburg town, AL"," ",1027,1 
"01","42160","22520","AL"," "," ","Leighton town, AL","Florence-Muscle Shoals, AL (Metro)",729,1 
"01","42304"," ","AL"," "," ","Leroy CDP, AL"," ",911,1 
"01","42352","26620","AL"," "," ","Lester town, AL","Huntsville, AL (Metro)",111,1 
"01","42472","37120","AL"," "," ","Level Plains town, AL","Ozark, AL (Micro)",2085,1 
"01","42640","22520","AL"," "," ","Lexington town, AL","Florence-Muscle Shoals, AL (Metro)",735,1 
"01","42808"," ","AL"," "," ","Libertyville town, AL"," ",117,1 
"01","43120","45180","AL"," "," ","Lincoln city, AL","Talladega-Sylacauga, AL (Micro)",6266,1 
"01","43240"," ","AL"," "," ","Linden city, AL"," ",2123,1 
"01","43264"," ","AL"," "," ","Lineville city, AL"," ",2395,1 
"01","43336","13820","AL"," "," ","Lipscomb city, AL","Birmingham-Hoover, AL (Metro)",2210,1 
"01","43384"," ","AL"," "," ","Lisman town, AL"," ",539,1 
"01","43648","22520","AL"," "," ","Littleville town, AL","Florence-Muscle Shoals, AL (Metro)",1011,1 
"01","43720"," ","AL"," "," ","Livingston city, AL"," ",3485,1 
"01","43744","12220","AL"," "," ","Loachapoka town, AL","Auburn-Opelika, AL (Metro)",180,1 
"01","43816"," ","AL"," "," ","Lockhart town, AL"," ",516,1 
"01","43888","13820","AL"," "," ","Locust Fork town, AL","Birmingham-Hoover, AL (Metro)",1186,1 
"01","44160","23460","AL"," "," ","Lookout Mountain CDP, AL","Gadsden, AL (Metro)",1621,1 
"01","44344","21640","AL"," "," ","Louisville town, AL","Eufaula, AL-GA (Micro)",519,1 
"01","44536","33860","AL"," "," ","Lowndesboro town, AL","Montgomery, AL (Metro)",115,1 
"01","44608","19300","AL"," "," ","Loxley town, AL","Daphne-Fairhope-Foley, AL (Metro)",1632,1 
"01","44728"," ","AL"," "," ","Luverne city, AL"," ",2800,1 
"01","44800"," ","AL"," "," ","Lynn town, AL"," ",659,1 
"01","45208","13820","AL"," "," ","McDonald Chapel CDP, AL","Birmingham-Hoover, AL (Metro)",717,1 
"01","45316","46220","AL"," "," ","Macedonia CDP, AL","Tuscaloosa, AL (Metro)",292,1 
"01","45472"," ","AL"," "," ","McIntosh town, AL"," ",238,1 
"01","45496"," ","AL"," "," ","McKenzie town, AL"," ",530,1 
"01","45640","46220","AL"," "," ","McMullen town, AL","Tuscaloosa, AL (Metro)",10,1 
"01","45784","26620","AL"," "," ","Madison city, AL","Huntsville, AL (Metro)",42938,1 
"01","45904","20020","AL"," "," ","Madrid town, AL","Dothan, AL (Metro)",350,1 
"01","46072","19300","AL"," "," ","Magnolia Springs town, AL","Daphne-Fairhope-Foley, AL (Metro)",723,1 
"01","46192"," ","AL"," "," ","Malcolm CDP, AL"," ",187,1 
"01","46264","20020","AL"," "," ","Malvern town, AL","Dothan, AL (Metro)",1448,1 
"01","46504","13820","AL"," "," ","Maplesville town, AL","Birmingham-Hoover, AL (Metro)",708,1 
"01","46600","33860","AL"," "," ","Marbury CDP, AL","Montgomery, AL (Metro)",1418,1 
"01","46696","13820","AL"," "," ","Margaret town, AL","Birmingham-Hoover, AL (Metro)",4428,1 
"01","46768"," ","AL"," "," ","Marion city, AL"," ",3686,1 
"01","47728","13820","AL"," "," ","Maytown town, AL","Birmingham-Hoover, AL (Metro)",385,1 
"01","47740","13820","AL"," "," ","Meadowbrook CDP, AL","Birmingham-Hoover, AL (Metro)",8769,1 
"01","47848"," ","AL"," "," ","Megargel CDP, AL"," ",62,1 
"01","48052","46220","AL"," "," ","Memphis town, AL","Tuscaloosa, AL (Metro)",29,1 
"01","48064","22840","AL"," "," ","Mentone town, AL","Fort Payne, AL (Micro)",360,1 
"01","48112","26620","AL"," "," ","Meridianville CDP, AL","Huntsville, AL (Metro)",6021,1 
"01","48376","13820","AL"," "," ","Midfield city, AL","Birmingham-Hoover, AL (Metro)",5365,1 
"01","48400","37120","AL"," "," ","Midland City town, AL","Ozark, AL (Micro)",2233,1 
"01","48424"," ","AL"," "," ","Midway town, AL"," ",499,1 
"01","48616","45180","AL"," "," ","Mignon CDP, AL","Talladega-Sylacauga, AL (Micro)",1236,1 
"01","48712","33860","AL"," "," ","Millbrook city, AL","Montgomery, AL (Metro)",14640,1 
"01","48784"," ","AL"," "," ","Millerville CDP, AL"," ",278,1 
"01","48808"," ","AL"," "," ","Millport town, AL"," ",1049,1 
"01","48832"," ","AL"," "," ","Millry town, AL"," ",546,1 
"01","49072","13820","AL"," "," ","Minor CDP, AL","Birmingham-Hoover, AL (Metro)",1094,1 
"01","50000","33660","AL"," "," ","Mobile city, AL","Mobile, AL (Metro)",195113,1 
"01","50192"," ","AL"," "," ","Monroeville city, AL"," ",6519,1 
"01","50312","13820","AL"," "," ","Montevallo city, AL","Birmingham-Hoover, AL (Metro)",6185,1 
"01","51000","33860","AL"," "," ","Montgomery city, AL","Montgomery, AL (Metro)",205530,1 
"01","51096","13820","AL"," "," ","Moody city, AL","Birmingham-Hoover, AL (Metro)",11726,1 
"01","51216","26620","AL"," "," ","Moores Mill CDP, AL","Huntsville, AL (Metro)",5682,1 
"01","51264","26620","AL"," "," ","Mooresville town, AL","Huntsville, AL (Metro)",53,1 
"01","51456","13820","AL"," "," ","Morris town, AL","Birmingham-Hoover, AL (Metro)",1859,1 
"01","51469"," ","AL"," "," ","0151469"," ",219,1 
"01","51520","33860","AL"," "," ","Mosses town, AL","Montgomery, AL (Metro)",1029,1 
"01","51600","19460","AL"," "," ","Moulton city, AL","Decatur, AL (Metro)",3471,1 
"01","51648","46220","AL"," "," ","Moundville town, AL","Tuscaloosa, AL (Metro)",2427,1 
"01","51696","13820","AL"," "," ","Mountain Brook city, AL","Birmingham-Hoover, AL (Metro)",20421,1 
"01","52320","45180","AL"," "," ","Mount Olive CDP, AL","Talladega-Sylacauga, AL (Micro)",371,1 
"01","52344","13820","AL"," "," ","Mount Olive CDP, AL","Birmingham-Hoover, AL (Metro)",4079,1 
"01","52608","33660","AL"," "," ","Mount Vernon town, AL","Mobile, AL (Metro)",1576,1 
"01","52680","33660","AL"," "," ","Movico CDP, AL","Mobile, AL (Metro)",305,1 
"01","52776","13820","AL"," "," ","Mulga town, AL","Birmingham-Hoover, AL (Metro)",836,1 
"01","52848","45180","AL"," "," ","Munford town, AL","Talladega-Sylacauga, AL (Micro)",1292,1 
"01","53016","22520","AL"," "," ","Muscle Shoals city, AL","Florence-Muscle Shoals, AL (Metro)",13146,1 
"01","53112"," ","AL"," "," ","Myrtlewood town, AL"," ",130,1 
"01","53208"," ","AL"," "," ","Nanafalia CDP, AL"," ",94,1 
"01","53232","11500","AL"," "," ","Nances Creek CDP, AL","Anniston-Oxford-Jacksonville, AL (Metro)",407,1 
"01","53256","37120","AL"," "," ","Napier Field town, AL","Ozark, AL (Micro)",354,1 
"01","53376"," ","AL"," "," ","Natural Bridge town, AL"," ",37,1 
"01","53400"," ","AL"," "," ","Nauvoo town, AL"," ",1,0.005 
"01","53400","13820","AL"," "," ","Nauvoo town, AL","Birmingham-Hoover, AL (Metro)",220,0.995 
"01","53448","13820","AL"," "," ","Nectar town, AL","Birmingham-Hoover, AL (Metro)",345,1 
"01","53472"," ","AL"," "," ","Needham town, AL"," ",94,1 
"01","53784","46220","AL"," "," ","Newbern town, AL","Tuscaloosa, AL (Metro)",186,1 
"01","53856","21460","AL"," "," ","New Brockton town, AL","Enterprise, AL (Micro)",1146,1 
"01","54168","26620","AL"," "," ","New Hope city, AL","Huntsville, AL (Metro)",2810,1 
"01","54312","26620","AL"," "," ","New Market CDP, AL","Huntsville, AL (Metro)",1597,1 
"01","54432","10760","AL"," "," ","New Site town, AL","Alexander City, AL (Micro)",773,1 
"01","54480","37120","AL"," "," ","Newton town, AL","Ozark, AL (Micro)",1511,1 
"01","54582","23460","AL"," "," ","New Union CDP, AL","Gadsden, AL (Metro)",955,1 
"01","54600","20020","AL"," "," ","Newville town, AL","Dothan, AL (Metro)",539,1 
"01","55044","19460","AL"," "," ","North Courtland town, AL","Decatur, AL (Metro)",632,1 
"01","55152","13820","AL"," "," ","North Johns town, AL","Birmingham-Hoover, AL (Metro)",145,1 
"01","55200","46220","AL"," "," ","Northport city, AL","Tuscaloosa, AL (Metro)",23380,1 
"01","55440"," ","AL"," "," ","Notasulga town, AL"," ",890,0.922 
"01","55440","12220","AL"," "," ","Notasulga town, AL","Auburn-Opelika, AL (Metro)",75,0.078 
"01","55752","45180","AL"," "," ","Oak Grove town, AL","Talladega-Sylacauga, AL (Micro)",528,1 
"01","55848"," ","AL"," "," ","Oak Hill town, AL"," ",26,1 
"01","55992","13820","AL"," "," ","Oakman town, AL","Birmingham-Hoover, AL (Metro)",789,1 
"01","56400","13820","AL"," "," ","Odenville town, AL","Birmingham-Hoover, AL (Metro)",3593,1 
"01","56472","11500","AL"," "," ","Ohatchee town, AL","Anniston-Oxford-Jacksonville, AL (Metro)",1170,1 
"01","57000","13820","AL"," "," ","Oneonta city, AL","Birmingham-Hoover, AL (Metro)",6567,1 
"01","57024"," ","AL"," "," ","Onycha town, AL"," ",184,1 
"01","57048","12220","AL"," "," ","Opelika city, AL","Auburn-Opelika, AL (Metro)",26477,1 
"01","57120"," ","AL"," "," ","Opp city, AL"," ",6659,1 
"01","57144","19300","AL"," "," ","Orange Beach city, AL","Daphne-Fairhope-Foley, AL (Metro)",5441,1 
"01","57240","42820","AL"," "," ","Orrville town, AL","Selma, AL (Micro)",204,1 
"01","57384","10760","AL"," "," ","Our Town CDP, AL","Alexander City, AL (Micro)",641,1 
"01","57504","26620","AL"," "," ","Owens Cross Roads town, AL","Huntsville, AL (Metro)",1521,1 
"01","57576","11500","AL"," "," ","Oxford city, AL","Anniston-Oxford-Jacksonville, AL (Metro)",17214,0.806 
"01","57576","45180","AL"," "," ","Oxford city, AL","Talladega-Sylacauga, AL (Micro)",4152,0.194 
"01","57648","37120","AL"," "," ","Ozark city, AL","Ozark, AL (Micro)",14907,1 
"01","57696","42460","AL"," "," ","Paint Rock town, AL","Scottsboro, AL (Micro)",210,1 
"01","57912"," ","AL"," "," ","Panola CDP, AL"," ",144,1 
"01","58272","13820","AL"," "," ","Parrish town, AL","Birmingham-Hoover, AL (Metro)",982,1 
"01","58848","13820","AL"," "," ","Pelham city, AL","Birmingham-Hoover, AL (Metro)",21387,1 
"01","58896","13820","AL"," "," ","Pell City city, AL","Birmingham-Hoover, AL (Metro)",12719,1 
"01","58968"," ","AL"," "," ","Pennington town, AL"," ",221,1 
"01","59016","46740","AL"," "," ","Penton CDP, AL","Valley, AL (Micro)",201,1 
"01","59088","19300","AL"," "," ","Perdido Beach town, AL","Daphne-Fairhope-Foley, AL (Metro)",581,1 
"01","59232"," ","AL"," "," ","Peterman CDP, AL"," ",89,1 
"01","59328"," ","AL"," "," ","Petrey town, AL"," ",58,1 
"01","59472","12220","AL"," "," ","Phenix City city, AL","Auburn-Opelika, AL (Metro)",4168,0.127 
"01","59472","17980","AL"," "," ","Phenix City city, AL","Columbus, GA-AL (Metro)",28689,0.873 
"01","59496"," ","AL"," "," ","Phil Campbell town, AL"," ",1148,1 
"01","59592","46220","AL"," "," ","Pickensville town, AL","Tuscaloosa, AL (Metro)",608,1 
"01","59640","11500","AL"," "," ","Piedmont city, AL","Anniston-Oxford-Jacksonville, AL (Metro)",4878,1 
"01","59760","33860","AL"," "," ","Pike Road town, AL","Montgomery, AL (Metro)",5405,1 
"01","59832","37120","AL"," "," ","Pinckard town, AL","Ozark, AL (Micro)",647,1 
"01","59880"," ","AL"," "," ","Pine Apple town, AL"," ",132,1 
"01","60240"," ","AL"," "," ","Pine Hill town, AL"," ",975,1 
"01","60264","33860","AL"," "," ","Pine Level CDP, AL","Montgomery, AL (Metro)",4183,1 
"01","60372","22840","AL"," "," ","Pine Ridge town, AL","Fort Payne, AL (Micro)",282,1 
"01","60648","13820","AL"," "," ","Pinson city, AL","Birmingham-Hoover, AL (Metro)",6989,1 
"01","60720","42460","AL"," "," ","Pisgah town, AL","Scottsboro, AL (Micro)",722,1 
"01","61008","13820","AL"," "," ","Pleasant Grove city, AL","Birmingham-Hoover, AL (Metro)",10110,1 
"01","61038","42460","AL"," "," ","Pleasant Groves town, AL","Scottsboro, AL (Micro)",420,1 
"01","61488","19300","AL"," "," ","Point Clear CDP, AL","Daphne-Fairhope-Foley, AL (Metro)",2125,1 
"01","61536","12120","AL"," "," ","Pollard town, AL","Atmore, AL (Micro)",137,1 
"01","62075","22840","AL"," "," ","Powell town, AL","Fort Payne, AL (Micro)",955,1 
"01","62328","33860","AL"," "," ","Prattville city, AL","Montgomery, AL (Metro)",33967,1 
"01","62472","19460","AL"," "," ","Priceville town, AL","Decatur, AL (Metro)",2658,1 
"01","62496","33660","AL"," "," ","Prichard city, AL","Mobile, AL (Metro)",22664,1 
"01","62688"," ","AL"," "," ","Providence town, AL"," ",223,1 
"01","62952"," ","AL"," "," ","Putnam CDP, AL"," ",193,1 
"01","63216","13820","AL"," "," ","Ragland town, AL","Birmingham-Hoover, AL (Metro)",1639,1 
"01","63288","23460","AL"," "," ","Rainbow City city, AL","Gadsden, AL (Metro)",9602,1 
"01","63336","22840","AL"," "," ","Rainsville city, AL","Fort Payne, AL (Micro)",4948,1 
"01","63408"," ","AL"," "," ","Ranburne town, AL"," ",409,1 
"01","63495","45180","AL"," "," ","Ray CDP, AL","Talladega-Sylacauga, AL (Micro)",443,1 
"01","63576"," ","AL"," "," ","Red Bay city, AL"," ",3158,1 
"01","63730","33860","AL"," "," ","Redland CDP, AL","Montgomery, AL (Metro)",3736,1 
"01","63768"," ","AL"," "," ","Red Level town, AL"," ",487,1 
"01","63912","26620","AL"," "," ","Redstone Arsenal CDP, AL","Huntsville, AL (Metro)",1946,1 
"01","63984","23460","AL"," "," ","Reece City town, AL","Gadsden, AL (Metro)",653,1 
"01","64040","10760","AL"," "," ","Reeltown CDP, AL","Alexander City, AL (Micro)",766,1 
"01","64104","46220","AL"," "," ","Reform town, AL","Tuscaloosa, AL (Metro)",1702,1 
"01","64152","20020","AL"," "," ","Rehobeth town, AL","Dothan, AL (Metro)",1290,1 
"01","64368"," ","AL"," "," ","Repton town, AL"," ",282,1 
"01","64656","23460","AL"," "," ","Ridgeville town, AL","Gadsden, AL (Metro)",112,1 
"01","64776"," ","AL"," "," ","River Falls town, AL"," ",526,1 
"01","64920","13820","AL"," "," ","Riverside town, AL","Birmingham-Hoover, AL (Metro)",2208,1 
"01","65016","12120","AL"," "," ","Riverview town, AL","Atmore, AL (Micro)",184,1 
"01","65040"," ","AL"," "," ","Roanoke city, AL"," ",6074,1 
"01","65208","19300","AL"," "," ","Robertsdale city, AL","Daphne-Fairhope-Foley, AL (Metro)",5276,1 
"01","65412","13820","AL"," "," ","Rock Creek CDP, AL","Birmingham-Hoover, AL (Metro)",1456,1 
"01","65472","45180","AL"," "," ","Rockford town, AL","Talladega-Sylacauga, AL (Micro)",477,1 
"01","65592"," ","AL"," "," ","Rock Mills CDP, AL"," ",600,1 
"01","65784"," ","AL"," "," ","Rockville CDP, AL"," ",43,1 
"01","66216","22520","AL"," "," ","Rogersville town, AL","Florence-Muscle Shoals, AL (Metro)",1257,1 
"01","66408","13820","AL"," "," ","Rosa town, AL","Birmingham-Hoover, AL (Metro)",316,1 
"01","67056"," ","AL"," "," ","Russellville city, AL"," ",9830,1 
"01","67176"," ","AL"," "," ","Rutledge town, AL"," ",467,1 
"01","67536","22520","AL"," "," ","St. Florian town, AL","Florence-Muscle Shoals, AL (Metro)",413,1 
"01","67584"," ","AL"," "," ","St. Stephens CDP, AL"," ",495,1 
"01","67608","11500","AL"," "," ","Saks CDP, AL","Anniston-Oxford-Jacksonville, AL (Metro)",10744,1 
"01","67800","20020","AL"," "," ","Samson city, AL","Dothan, AL (Metro)",1940,1 
"01","67920"," ","AL"," "," ","Sand Rock town, AL"," ",537,0.959 
"01","67920","22840","AL"," "," ","Sand Rock town, AL","Fort Payne, AL (Micro)",23,0.041 
"01","68016"," ","AL"," "," ","Sanford town, AL"," ",241,1 
"01","68160","33660","AL"," "," ","Saraland city, AL","Mobile, AL (Metro)",13557,1 
"01","68280","10700","AL"," "," ","Sardis City town, AL","Albertville, AL (Micro)",6,0.004 
"01","68280","23460","AL"," "," ","Sardis City town, AL","Gadsden, AL (Metro)",1698,0.996 
"01","68352","33660","AL"," "," ","Satsuma city, AL","Mobile, AL (Metro)",6161,1 
"01","68736","42460","AL"," "," ","Scottsboro city, AL","Scottsboro, AL (Micro)",14770,1 
"01","69000","42460","AL"," "," ","Section town, AL","Scottsboro, AL (Micro)",770,1 
"01","69120","42820","AL"," "," ","Selma city, AL","Selma, AL (Micro)",20756,1 
"01","69180","42820","AL"," "," ","Selmont-West Selmont CDP, AL","Selma, AL (Micro)",2671,1 
"01","69240","33660","AL"," "," ","0169240","Mobile, AL (Metro)",2545,1 
"01","69648","22520","AL"," "," ","Sheffield city, AL","Florence-Muscle Shoals, AL (Metro)",9039,1 
"01","69672","13820","AL"," "," ","Shelby CDP, AL","Birmingham-Hoover, AL (Metro)",1044,1 
"01","69840","22840","AL"," "," ","Shiloh town, AL","Fort Payne, AL (Micro)",274,1 
"01","69978","13820","AL"," "," ","Shoal Creek CDP, AL","Birmingham-Hoover, AL (Metro)",1400,1 
"01","70128"," ","AL"," "," ","Shorter town, AL"," ",474,1 
"01","70416"," ","AL"," "," ","Silas town, AL"," ",452,1 
"01","70536","19300","AL"," "," ","Silverhill town, AL","Daphne-Fairhope-Foley, AL (Metro)",706,1 
"01","70632"," ","AL"," "," ","Sims Chapel CDP, AL"," ",153,1 
"01","70704","13820","AL"," "," ","Sipsey town, AL","Birmingham-Hoover, AL (Metro)",437,1 
"01","70896","42460","AL"," "," ","Skyline town, AL","Scottsboro, AL (Micro)",851,1 
"01","71040","20020","AL"," "," ","Slocomb city, AL","Dothan, AL (Metro)",1980,1 
"01","71190","12220","AL"," "," ","Smiths Station city, AL","Auburn-Opelika, AL (Metro)",4912,1 
"01","71201","13820","AL"," "," ","Smoke Rise CDP, AL","Birmingham-Hoover, AL (Metro)",1811,1 
"01","71280","13820","AL"," "," ","Snead town, AL","Birmingham-Hoover, AL (Metro)",835,1 
"01","71496","19460","AL"," "," ","Somerville town, AL","Decatur, AL (Metro)",724,1 
"01","71832","11500","AL"," "," ","Southside city, AL","Anniston-Oxford-Jacksonville, AL (Metro)",155,0.018 
"01","71832","23460","AL"," "," ","Southside city, AL","Gadsden, AL (Metro)",8257,0.982 
"01","71900","18980","AL"," "," ","South Vinemont town, AL","Cullman, AL (Micro)",749,1 
"01","71976","19300","AL"," "," ","Spanish Fort city, AL","Daphne-Fairhope-Foley, AL (Metro)",6852,1 
"01","72408"," ","AL"," "," ","Spring Garden CDP, AL"," ",238,1 
"01","72600","13820","AL"," "," ","Springville city, AL","Birmingham-Hoover, AL (Metro)",4080,1 
"01","72672"," ","AL"," "," ","Spruce Pine CDP, AL"," ",222,1 
"01","72720","46740","AL"," "," ","Standing Rock CDP, AL","Valley, AL (Micro)",168,1 
"01","72888","13820","AL"," "," ","Steele town, AL","Birmingham-Hoover, AL (Metro)",1043,1 
"01","73056","13820","AL"," "," ","Sterrett CDP, AL","Birmingham-Hoover, AL (Metro)",712,1 
"01","73080","42460","AL"," "," ","Stevenson city, AL","Scottsboro, AL (Micro)",2046,1 
"01","73152","45180","AL"," "," ","Stewartville CDP, AL","Talladega-Sylacauga, AL (Micro)",1767,1 
"01","73728"," ","AL"," "," ","Sulligent city, AL"," ",1927,1 
"01","73848","13820","AL"," "," ","Sumiton city, AL","Birmingham-Hoover, AL (Metro)",2520,1 
"01","73872","19300","AL"," "," ","Summerdale town, AL","Daphne-Fairhope-Foley, AL (Metro)",862,1 
"01","74160","13820","AL"," "," ","Susan Moore town, AL","Birmingham-Hoover, AL (Metro)",763,1 
"01","74304"," ","AL"," "," ","Sweet Water town, AL"," ",258,1 
"01","74352","45180","AL"," "," ","Sylacauga city, AL","Talladega-Sylacauga, AL (Micro)",12797,1 
"01","74400","22840","AL"," "," ","Sylvania town, AL","Fort Payne, AL (Micro)",1837,1 
"01","74424","13820","AL"," "," ","Sylvan Springs town, AL","Birmingham-Hoover, AL (Metro)",1542,1 
"01","74592","45180","AL"," "," ","Talladega city, AL","Talladega-Sylacauga, AL (Micro)",15692,1 
"01","74616","45180","AL"," "," ","Talladega Springs town, AL","Talladega-Sylacauga, AL (Micro)",166,1 
"01","74688","10760","AL"," "," ","Tallassee city, AL","Alexander City, AL (Micro)",1886,0.375 
"01","74688","33860","AL"," "," ","Tallassee city, AL","Montgomery, AL (Metro)",3137,0.625 
"01","74976","13820","AL"," "," ","Tarrant city, AL","Birmingham-Hoover, AL (Metro)",6397,1 
"01","75096","20020","AL"," "," ","Taylor town, AL","Dothan, AL (Metro)",2375,1 
"01","75768","33660","AL"," "," ","Theodore CDP, AL","Mobile, AL (Metro)",6130,1 
"01","75936"," ","AL"," "," ","Thomaston town, AL"," ",417,1 
"01","75960"," ","AL"," "," ","Thomasville city, AL"," ",4209,1 
"01","76080","13820","AL"," "," ","Thorsby town, AL","Birmingham-Hoover, AL (Metro)",1980,1 
"01","76200"," ","AL"," "," ","Tibbie CDP, AL"," ",41,1 
"01","76208","23460","AL"," "," ","Tidmore Bend CDP, AL","Gadsden, AL (Metro)",1245,1 
"01","76320","33660","AL"," "," ","Tillmans Corner CDP, AL","Mobile, AL (Metro)",17398,1 
"01","76584","19460","AL"," "," ","Town Creek town, AL","Decatur, AL (Metro)",1100,1 
"01","76632"," ","AL"," "," ","Toxey town, AL"," ",137,1 
